Number,Name,logBB
1789,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,0.51
1790,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,0.08
1791,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,-0.52
1792,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,-0.14
1793,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,0.05
1794,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,1.08
1795,CC(C)C1=C(C(=CC=C1)C(C)C)O,0.63
1796,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,0.84
1797,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,0.49
1798,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,-1.23
1799,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,-0.67
1800,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,-0.02
1801,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,0.61
1802,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,0.08
1803,CSC(=N)N,-0.6
1804,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,-0.48
1805,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,0.23
1806,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,0.2
1807,C(OC(C(F)(F)F)C(F)(F)F)F,0.3
1808,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,-0.28
1809,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,0.26
1810,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,0.08
1811,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,0.64
1812,[Kr],-0.16
1813,CN1C=NC2=C1C(=O)NC(=O)N2C,-0.29
1814,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,0.26
1815,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,-0.49
1816,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,0.67
1817,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,1.43
1818,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,1.44
1819,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],-0.74
1820,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,-0.48
1821,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,0.6
1822,C1CCC2=NN=NN2CC1,-0.03
1823,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(,-0.21
1824,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,0.08
1825,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,0.0
1826,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,-0.78
1827,CCCCN1CC2CC3=CC(=C(C=C3C2C1)OC)OC.Cl,0.31
1828,C(C(C(C(C(CO)O)O)O)O)O,-1.6
1829,C(=S)=S,0.6
1830,CC(C)Br,0.56
1831,CC(Cl)Cl,-0.28
1832,C(C(F)(F)F)Cl,-0.08
1833,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,0.58
1834,CCCCC1(C(=O)NC(=O)NC1=O)CC,0.19
1835,CCC(=O)C,-0.07
1836,C(C(Cl)Cl)Cl,-0.1
1837,C(=C(Cl)Cl)Cl,0.3
1838,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,-0.12
1839,CCCOC(=O)C1=CC=C(C=C1)N,0.55
1840,CC1=CC=CC=C1C,0.39
1841,CC1=CC(=C(C=C1)C)C,0.16
1842,CC(C)(C)C1=CC=CC=C1,0.43
1843,C1=CC(=CC=C1C(F)(F)F)Cl,0.17
1844,CCC1=CC=CC=C1,0.22
1845,C=CC1=CC=CC=C1,0.45
1846,CC(CC1CCCCC1)NC,1.08
1847,CC1=CC=C(C=C1)C,0.33
1848,C=CC#N,-0.4
1849,CCCC(=O)C,-0.01
1850,CC(C)OC(=O)C,0.4
1851,CC1=CC(=CC=C1)C,0.28
1852,CCCOC(=O)C,0.12
1853,CC(C)COC(=O)C,0.45
1854,CCCCCCC=C,0.74
1855,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)I,-0.1
1856,CCC(C)CO,0.04
1857,CCOC(=O)C,0.0
1858,CCCCCCC1(C(=O)NC(=O)NC1=O)CC,0.36
1859,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,-0.07
1860,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,0.32
1861,C(=C(F)F)Cl,-0.02
1862,C=COCC(F)(F)F,0.13
1863,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,-0.44
1864,CC1CCCCC1C,1.07
1865,CCCCCC(C)C,0.86
1866,CCCCCOC(=O)C,0.4
1867,C(C(Cl)(Cl)Cl)Cl,0.33
1868,CCOC(C)(C)C,0.22
1869,CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,0.83
1870,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,-0.07
1871,CCCCCCCC(C)C,1.05
1872,CCCCCCCCC=C,0.96
1873,CC1=CC(=CC=C1)OCC(CNC(C)C)O,0.34
1874,CCCCCCC(C)C,0.98
1875,C1C2CNCC1C3=CC=CC(=O)N3C2,-1.09
1876,[Ne],0.2
1877,[Ar],0.03
1878,[Xe],0.07
1879,C1CC(OC1CO)N2C=CC(=NC2=O)N,-1.18
1880,CNCCCN1C2=CC=CC=C2SC3=CC=CC=C31,0.59
1881,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,-1.23
1882,CCCCOC(=O)C,0.28
1883,CC(C)CCOC(=O)C,0.55
1884,CCCCCCCC=C,0.86
1885,C(C(F)(F)F)(F)Br,0.27
1886,C(=C(Cl)Cl)(Cl)Cl,0.37
1887,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,0.23
1888,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,-0.83
1889,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)C,0.18
1890,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)F,-0.59
1891,CON1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,-0.92
1892,C(C(F)(F)F)(OC(F)F)F,0.11
1893,CCCCCCCC1(C(=O)NC(=O)NC1=O)CC,0.02
1894,CCCC1(C(=O)NC(=O)NC1=O)CC,0.09
1895,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,0.3
1896,CN=C(NCCSCC1=CSC(=N1)N=C(N)N)NC#N,-0.82
1897,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCSCC3=CC=C(O3)C(C)(C)N.Cl.Cl.Cl,-1.06
1898,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCSCC3=CC=C(O3)C(C)(C)N CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-,-1.06
1899,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)[O-])S4)OC)SC2)C(=O)[O-].[Na+].[Na+],-1.89
1900,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,-1.89
1901,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=NC=C(C=C3C)Br,-1.88
1902,C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)OC(CO4)CO,-0.45
1903,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,-0.74
1904,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCC(=O)C3,-1.4
1905,CCC(C)(C)OC,0.17
1906,[Rn],-0.12
1907,CNCCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,1.38
1908,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O.CS(=O)(=O)O,-0.93
1909,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,-0.93
1910,CCC(CC(=O)N)(C1=CC=CC=C1)O,0.04
1911,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O,-1.26
1912,CC12CCC3C(C1CC(C2O)F)CCC4=C3C=CC(=C4)O,-0.3
1913,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,1.6
1914,C1CC2=CC=CC=C2NC1,0.67
1915,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCCCC3=C(C=CC=N3)OC,-2.0
1916,C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)Cl)CCCN,0.97
1917,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,0.88
1918,CN(C)CCC1=CC=CC=N1,-0.27
1919,CC(C)(C)OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,1.0
1920,C1=CSC(=N1)CCN,-0.42
1921,C1C(=O)NC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3,0.35
1922,C1CN=C(N1)NC2=C(C=C(C=C2)Cl)Cl,0.16
1923,CC1CCC(C(C1)C)C,1.02
1924,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,0.14
1925,C1=CN(C(=N1)[N+](=O)[O-])CC(CF)O,-0.01
1926,CC(C)(C)[N+](=O)C=C1C=CN(C=C1)[O-],-0.38
1927,CC1=CC(=O)N(N1C)C2=CC=C(C=C2)F,-0.05
1928,CCC1(C(=O)NC(=O)NC1=O)C,-0.22
1929,CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,-0.64
1930,C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO,-0.08
1931,CC(C)(C)OC(=O)C1=C2C3CCCN3C(=O)C4=C(N2C=N1)C=CC=C4Br,-0.09
1932,CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCCNC4,0.76
1933,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,-0.67
1934,CN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4,0.46
1935,CC1C(=O)NC2(CCCC2)C(=O)N1,-0.26
1936,CNCCCN1C2=C(CCC3=CC=CC=C31)C=C(C=C2)O,0.53
1937,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4F,-0.22
1938,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)CCF,-0.14
1939,CC(C)C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C,-0.3
1940,CCCN(CCC)CCC1=C2CC(=O)NC2=C(C=C1)O,-0.43
1941,C1CN(CCC12C(=O)NCN2C3=CC=C(C=C3)Br)CCCC(=O)C4=CC=C(C=C4)F,0.07
1942,C1CC2=CC=CC=C2N(C3=CC=CC=C31)CCCN,1.05
1943,C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)CO,-1.28
1944,CC1=CC=CC2=C1OC3=CC=CC=C3C4(C2CN(CC4)C)O,0.82
1945,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,-0.06
1946,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4,-1.48
1947,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C,1.0
1948,C1CCNC2=C(C1)C=CC(=C2)C(=O)CCC3CCN(CC3)CC4=CC=CC=C4,1.14
1949,CC1C2=CC=CC=C2CCN1C3=NC(=NC(=C3C)C)NC4=CC=C(C=C4)F CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=,0.68
1950,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,-0.95
1951,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,0.4
1952,C1CN(CC1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,-0.62
1953,CC1=C(C(=O)N2CC(CCC2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,-0.67
1954,CN(C)CCCN1C2=CC=CC=C2S(=O)C3=CC=CC=C31,-0.48
1955,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,0.92
1956,CC1=CSC(=N1)N=C(N)N,-0.04
1957,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,-0.19
1958,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,-0.17
1959,C1=CC=C(C=C1)C2=CSC(=N2)N=C(N)N,-0.18
1960,CCC(C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)C,0.3
1961,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,-0.15
1962,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,0.45
1963,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,-0.26
1964,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,0.79
1965,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C(=CC(=O)O)C(=O)O.C(=CC(,0.0
1966,CCCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O,0.83
1967,C1=CC=C(C=C1)C2=CSC(=N2)CC[NH3+],-0.87
1968,C1CN(CCN1)C2=NC(=C(C=C2)C(F)(F)F)Cl,1.64
1969,C=CCC(C1=CC=CC=C1C2=NOC3=CC=CC=C32)N,0.0
1970,C1CN(CCC1COC2=CC=C(C=C2)C#N)CC=CI,1.13
1971,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,1.03
1972,C1CC(=O)N(C1)CCCCN2CCN(CC2)C3=NC=CC(=C3)C(F)(F)F,0.16
1973,CC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-0.46
1974,C(CSC(=N)N)F,-0.27
1975,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=CC=CC=N3,0.69
1976,CC(CO)(C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C)O,-1.82
1977,CC(C)(C)[N+](=CC1=CC=CC=C1)[O-],0.05
1978,C1=CN(C(=N1)[N+](=O)[O-])CCCF,-0.24
1979,C1=CN(C(=N1)[N+](=O)[O-])CCCCCCCCF,-0.17
1980,CC(C)(C1=NC(=NO1)C2=C3CN(C(=O)C4=C(N3C=N2)C=CC=C4Cl)C)O,-1.34
1981,C1CCN(CC1)CC2=CC(=CC=C2)OCCCO,-0.02
1982,C1=CC(=C(C=C1C2=NC3=C(S2)C=C(C=C3)O)I)N,0.18
1983,CC[CH][C]([CH2])CC,0.9
1984,C1CCN(CC1)CC2=CC(=C(C=C2)I)CN3CCCCC3,0.98
1985,CN(C)C1=NC=CC(=C1)C2=NC(=NN2)N,-1.17
1986,CCCCCCN1CCN(CC1)C2=CC=C(C=C2)I,1.01
1987,CCCCCCCCC1(C(=O)NC(=O)NC1=O)CC,0.24
1988,C1=CC(=C(N=C1)CSCCNC2=C(C=CN2)[N+](=O)[O-])Br,-0.67
1989,C1=CC=NC(=C1)CSCCNC2=C(C=CN2)[N+](=O)[O-],-0.66
1990,C1=CC=C(C=C1)CC2=CNC(=C2[N+](=O)[O-])NCCSCC3=CC=CC=N3,-0.12
1991,CN(C)CC1=CC=C(O1)CSCCNC2=C(C(=CN2)CC3=CC=CC=C3)[N+](=O)[O-],-0.73
1992,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC=CS3,0.44
1993,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4O3,0.22
1994,C1=CC(=CC(=C1)N)C2=CSC(=N2)N=C(N)N,-1.15
1995,CCNC(=NCCSCC1=C(C=CC=N1)Br)NC#N,-2.15
1996,CN=C(NC#N)NC1=CC=CC(=C1)C2=CSC(=N2)N=C(N)N,-1.54
1997,C(C(Cl)Br)C(F)(F)F,0.35
1998,CC1=CC=CC2=C1OC3=CC=CC=C3C4(C2CNCC4)O,0.52
1999,C(C(F)Br)C(F)(F)F,0.27
2000,C[NH2+]CCCN1C2=C(CCC3=CC=CC=C31)C=C(C=C2)O,0.53
2001,C1=CSC(=N1)CC[NH3+],-0.58
2002,C1C2CNC(C1C3=CC=CC(=O)N3C2)Br,-0.05
2003,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O,-2.52
2004,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O)O[C@H]3[C@H](C=C4)O,-2.15
2005,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O,-2.09
2006,CC1=NC=C(C=C1)CC2CNC(NC2=O)NCCCCC3=NC=C(C=C3C)Br,-1.88
2007,c1(c2c3n(c4c(C(N(C)C3)=O)c(Cl)ccc4)cn2)noc(C(O)(O)C)n1,-1.82
2008,CN1CC2=C(N=CN2C2=CC=CC(Cl)=C2C1=O)C1=NOC(=N1)[C@](C)(O)CO,-1.82
2009,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,-1.7
2010,C=CCC1=C(C(=CC=C1)/C=N\NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)S(=O)(=O)N)O,-1.67
2011,C1=CC(=CC=C1CNC2=NC3=C(C=CC(=C3)C(F)(F)F)N=C2C(=O)O)C(F)(F)F,-1.57
2012,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)[O-])OC2C(C(C(C(O2)COS(=O)(=O)[O-])O)O)O)O.[Na+].[Na+],-1.54
2013,C1=CC(=C(C=C1C2=CSC(=N2)N=C(N)N)O)O,-1.54
2014,CCNC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,-1.52
2015,O=C1C2=C(C(O)=C(/C=N/N3CCN(C)CC3)C(NC(C/C(C)=C\C=C\[C@@H](C)C4O)=O)=C5O)C5=C(O)C(C)=C2O[C@]1(C)O/C=C/[C@@H]([C@H]([C@H]([C@H]([C@H]([C@@H]4C)O)C)OC(C)=O)C)OC,-1.52
2016,CC(C)CCCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=C(C(=CC(=C7)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]1C2=C(C(=CC(=C2)OC2=C(C=CC(=C2)[C@H](C(=O)N[C@H](CC2=CC=C(O3)C=C2)C(=O)N1)NC)O)O)Cl)O)C(=O)NCCCN(C)C)O)Cl)CO)O)O,-1.48
2017,CC1C(=NC=N1)CSCCNC(=NC)NC#N,-1.42
2018,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,-1.4
2019,C1=CC=[N+]2C=C(NC2=C1)CN,-1.4
2020,C1=CC(=CC=C1C(=O)O)N,-1.4
2021,CC1=CC=CC=C1N=C2N(CCN2C)C,-1.39
2022,C1=C(C=C(C2=C1NC(=CC2=O)C(=O)O)Cl)Cl,-1.33
2023,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,-1.3
2024,CC1=CC(=C(C=C1)N=C2N(CCN2C)C)C,-1.3
2025,C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N,-1.3
2026,C1C[C@H](O[C@H]1CO)N2C=NC3=C2N=CNC3=O,-1.3
2027,CN\C(NCCSC1=CC=C(CN(C)C)O1)=C\[N+]([O-])=O,-1.23
2028,CN=C(C[N+](=O)[O-])NCCCSC1=CC=C(O1)CN(C)C,-1.23
2029,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)NCCC2=CC=CC=C2)OC(=O)C,-1.17
2030,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O,-1.14
2031,CN(C)Cc1oc(CSCCNC2C([N+]([O-])=O)=CC=N2)cc1,-1.12
2032,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,-1.01
2033,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,-1.0
2034,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,-1.0
2035,C[C@@H]1CC(=CC(=O)[C@H]1C(=O)OC)NC2=CC(=CC=C2)[N+](=O)[O-],-1.0
2036,CC1=CC2=CC=CC=C2N1CCNC(=O)/C=C/C3=CC(=C(C=C3)OCCO)OCCO,-1.0
2037,O=[C@@](CNC(C)(C)C)[C@H](CC(CCCC3)C3C2)N2C[C@H](O)[C@@H](NC(C4=C(C)C(O)=CC=C4)=O)CSC1=CC=CC=C1,-0.93
2038,CCS(=O)(=O)C1=CC=C(C=C1)C2=C(C3=C(C=C2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5,-0.92
2039,C1CC(C[C@@H]1[C@@](C2=CC=CC=C2)(C(=O)NC3CCN(CC3)CC4=NC(=CC=C4)N)O)(F)F,-0.89
2040,CC3CCN(CCC1CCN1S(=O)(=O)/C2=C/C(O)=C\CC2)CC3,-0.89
2041,C1=CC=C(C=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,-0.85
2042,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C3=C(C=C2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5,-0.81
2043,CC(=C)C(=O)/C(=C/C(=O)O)/OC,-0.8
2044,CCN1N=C(N=N1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24,-0.8
2045,CN1CCN(CC1)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)N(C)C)Cl,-0.8
2046,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)/C=C/C)O)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,-0.78
2047,O=C1N([C@@H](C(N([C@@H](C(N[C@@H](C(N(C)CC(N([C@@H](C(N[C@@H](C(N([C@@H](C(N[C@@H](C(N[C@@H](C(N([C@@H](C(N([C@@H]1CC(C)C)C)=O)CC(C)C)C)=O)C)=O)C)=O)CC(C)C)C)=O)C(C)C)=O)CC(C)C)C)=O)=O)CC)=O)[C@@H]([C@H](C)/C=C/C)O)C)=O)CC(C)C)C,-0.78
2048,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)/C=C/C)O)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,-0.78
2049,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,-0.78
2050,C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,-0.77
2051,c1cc(CSCCNc2cc(Cc3ccccc3)c[nH]2)oc1CN(C)C,-0.73
2052,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N[NH+]=[N-],-0.72
2053,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@@H]([C@@H](O2)CO)N=[N+]=[N-],-0.72
2054,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,-0.7
2055,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,-0.7
2056,CC(C)[C@@](CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,-0.7
2057,O=C2C/C=[N+](C1CC(F)C(CO)O1)\C(=O)N2,-0.69
2058,C1=NN(N=C1C(=O)N)C2C(C(C(O2)CO)O)O,-0.67
